	Id	Location	Area	Region	Number_of_Rooms	House_Type	House_Price	isSold	Sold_Date	Distance_from_City_inMiles	Seller	PostalCode	Number_of_Bedrooms	Number_of_Bathrooms	Number_of_CarParkings	Area_of_Land_inMeters	Height_of_Building_inMeters	Year_Built	Lattitude	Longtitude
6253	1926	Location 34	Area 13	Region 1	8	duplex	2250000	NotSold	04-03-2017	7.8	Seller 88	32	4	2	4.0	983			-37.7517	144.9699
6254	7214	Location 126	Area 9	Region 3	2	duplex	617500	Sold	28-05-2016	11.8	Seller 1	14	2	1	1.0	94	91.0	1970.0	-37.9011	145.0474
6255	3296	Location 56	Area 15	Region 4	3	other	605000	NotSold	14-05-2016	9.4	Seller 134	48	1	2	4.0	0			-37.7391	145.0427
6256	13250	Location 77	Area 20	Region 1	3	other	1360000	NotSold	23-09-2017	5.3	Seller 28	64	3	2	1.0	184		1910.0	-37.77651	144.99074
6257	5660	Location 90	Area 6	Region 3	2	duplex	630000	Sold	17-09-2016	3.3	Seller 20	74	2	1	1.0	0			-37.8361	144.9921
6258	4778	Location 82	Area 3	Region 3	2	duplex	1252000	NotSold	24-09-2016	3.8	Seller 24	68	2	1	2.0	0			-37.8399	144.9287
6259	3942	Location 68	Area 11	Region 2	2	duplex	495000	Sold	18-03-2017	8.7	Seller 10	8	2	2	2.0	37000			-37.7752	144.8925
6260	1484	Location 23	Area 14	Region 4	4	other	1280000	Sold	11-03-2017	11.8	Seller 12	22	4	1	2.0	732	6791.0		-37.7615	145.0897
6261	10206	Location 34	Area 13	Region 1	5	other	1615000	Sold	27-05-2017	6.7	Seller 2	32	5	2	3.0	630			-37.7532	144.97114
6262	7965	Location 119	Area 7	Region 3	3	other	2102000	Sold	20-05-2017	7.5	Seller 41	91	3	2	1.0	271	126.0		-37.8256	145.0486
6263	7801	Location 41	Area 2	Region 2	2	other	745000	Sold	06-05-2017	8.0	Seller 12	38	2	1	1.0	342			-37.7459	144.8962
6264	11201	Location 91	Area 16	Region 3	2	duplex	625000	Sold	12-08-2017	0.7	Seller 19	75	2	1	1.0	0	88.0		-37.8281	144.96627
6265	13143	Location 155	Area 20	Region 3	3	other	1015000	Sold	23-09-2017	17.9	Seller 21	102	3	1	2.0	566			-37.96488	145.05276
6266	9398	Location 5	Area 5	Region 2	3	townhouse	765000	Sold	17-06-2017	11.0	Seller 36	5	3	2	2.0	200	139.0	2007.0	-37.86837	144.81502
6267	6795	Location 112	Area 13	Region 1	3	other	825000	NotSold	22-05-2016	4.5	Seller 2	86	3	1	1.0	213	116.0	1920.0	-37.7729	144.9724
6268	9969	Location 192	Area 8	Region 4	4	other	1387000	Sold	24-06-2017	14.2	Seller 43	131	4	2	4.0	691			-37.86827	145.1452
6269	7894	Location 49	Area 13	Region 1	3	other	683000	Sold	06-05-2017	13.0	Seller 52	44	3	1	2.0	697			-37.6969	144.9425
6270	1140	Location 19	Area 12	Region 3	4	townhouse	1630000	NotSold	25-02-2017	11.2	Seller 1	18	4	2	2.0	432	196.0	2000.0	-37.9228	145.0022
6271	6966	Location 119	Area 7	Region 3	4	other	3100000	Sold	10-09-2016	7.5	Seller 7	91	3	2	2.0	640	232.0	1907.0	-37.826	145.0498
6272	6450	Location 103	Area 15	Region 1	3	other	711000	Sold	14-05-2016	14.9	Seller 12	81	3	1	2.0	658			-37.7147	145.0752
6273	963	Location 16	Area 9	Region 3	3	other	870000	Sold	28-08-2016	13.9	Seller 44	15	3	2	1.0	326	133.0	1950.0	-37.9236	145.0545
6274	4830	Location 83	Area 6	Region 3	2	other	1590000	Sold	10-12-2016	4.5	Seller 9	69	2	1	2.0	308	107.0	1930.0	-37.8492	145.0019
6275	1147	Location 19	Area 12	Region 3	3	other	2900000	Sold	27-11-2016	11.2	Seller 75	18	3	1	1.0	659	161.0	1942.0	-37.919	144.9953
6276	12011	Location 169	Area 28	Region 5	4	other	680000	NotSold	29-07-2017	38.0	Seller 19	115	4	2	3.0	767	210.0	1980.0	-38.16147	145.14285
6277	8790	Location 162	Area 17	Region 5	2	duplex	612000	Sold	01-07-2017	22.2	Seller 21	108	2	1	1.0	197		1975.0	-37.98412	145.13433
6278	10836	Location 96	Area 18	Region 2	2	duplex	429000	Sold	08-07-2017	10.5	Seller 80	77	2	1	1.0	150			-37.76941	144.82385
6279	8251	Location 83	Area 6	Region 3	2	duplex	570000	Sold	20-05-2017	4.5	Seller 44	69	2	1	1.0	479			-37.8489	144.9903
6280	2498	Location 43	Area 4	Region 1	2	other	610000	Sold	10-12-2016	5.8	Seller 123	4	2	1	1.0	66			-37.7722	145.0178
6281	6208	Location 99	Area 14	Region 4	4	other	1421000	Sold	10-09-2016	13.8	Seller 12	78	4	2	2.0	650	260.0	1980.0	-37.7694	145.1222
6282	10190	Location 28	Area 9	Region 3	3	other	1450000	NotSold	27-05-2017	10.1	Seller 44	27	3	2	2.0	621	167.0	1940.0	-37.90262	145.05709
6283	7827	Location 118	Area 13	Region 1	3	other	700000	NotSold	06-05-2017	12.4	Seller 43	90	3	1	2.0	650			-37.7023	144.9773
6284	7614	Location 21	Area 13	Region 1	3	other	957000	NotSold	22-04-2017	5.2	Seller 19	20	3	1	2.0	80			-37.7589	144.9588
6285	9857	Location 264	Area 18	Region 2	4	other	650000	Sold	24-06-2017	14.8	Seller 81	100	4	2	2.0	709			-37.76336	144.7725
6286	2225	Location 39	Area 9	Region 3	3	other	965000	NotSold	10-12-2016	8.5	Seller 1	36	3	1	2.0	275	119.0	1900.0	-37.8859	144.9994
6287	9049	Location 19	Area 12	Region 3	3	other	1950000	NotSold	03-06-2017	10.5	Seller 1	18	3	1	2.0	632			-37.91677	145.00372
6288	7022	Location 119	Area 7	Region 3	1	duplex	371000	NotSold	28-05-2016	7.5	Seller 91	91	1	1	0.0	917	44.0	1970.0	-37.8338	145.0545
6289	1693	Location 27	Area 1	Region 1	4	other	1950000	Sold	22-05-2016	3.2	Seller 2	26	4	2	2.0	207	162.0	1900.0	-37.7804	144.9748
6290	4479	Location 77	Area 4	Region 1	4	other	1830000	Sold	24-09-2016	5.5	Seller 28	64	3	1	1.0	654			-37.7756	145.0082
6291	9810	Location 20	Area 12	Region 3	3	other	1300000	NotSold	24-06-2017	10.3	Seller 21	19	3	1	2.0	684	77.0	1940.0	-37.90514	145.02524
6292	1836	Location 31	Area 9	Region 3	2	duplex	650000	NotSold	08-10-2016	9.3	Seller 19	28	2	1	1.0	100			-37.8912	145.0289
6293	2165	Location 37	Area 14	Region 4	5	other	1510000	NotSold	18-06-2016	13.9	Seller 12	34	4	2	2.0	659			-37.7903	145.1107
6294	687	Location 14	Area 7	Region 3	3	other	2000000	NotSold	28-08-2016	9.2	Seller 7	13	3	1	2.0	75100			-37.8002	145.07
6295	3633	Location 62	Area 7	Region 3	2	other	1331000	Sold	17-09-2016	5.6	Seller 2	53	2	1	1.0	424	89.0	1940.0	-37.7995	145.0418
6296	9176	Location 175	Area 23	Region 5	3	other	680000	Sold	03-06-2017	32.3	Seller 208	118	3	1	2.0	795		1970.0	-38.00533	145.26907
6297	5984	Location 95	Area 18	Region 2	3	other	571000	Sold	22-05-2016	12.6	Seller 12	77	3	1	2.0	589		1960.0	-37.7856	144.8177
6298	3027	Location 52	Area 12	Region 3	3	other	1715000	Sold	04-03-2017	13.7	Seller 21	46	3	1	2.0	765			-37.9358	145.018
6299	5917	Location 94	Area 2	Region 2	4	other	920000	NotSold	27-06-2016	9.7	Seller 120	39	4	1	1.0	390			-37.7413	144.9163
6300	2601	Location 45	Area 1	Region 1	3	other	1710000	Sold	24-09-2016	3.5	Seller 6	31	3	2	0.0	357		1880.0	-37.7778	144.9824
6301	6975	Location 119	Area 7	Region 3	2	duplex	550000	NotSold	12-11-2016	7.5	Seller 41	91	2	1	1.0	0			-37.8222	145.0566
6302	8607	Location 40	Area 3	Region 3	2	duplex	800000	NotSold	20-05-2017	7.7	Seller 21	37	2	2	2.0	0	92.0	2001.0	-37.8857	144.9884
6303	2306	Location 40	Area 3	Region 3	4	other	2400000	NotSold	18-06-2016	7.7	Seller 9	37	4	2	2.0	560	185.0	1920.0	-37.8822	144.9913
6304	7823	Location 41	Area 2	Region 2	1	other	350000	NotSold	22-04-2017	8.0	Seller 3	38	1	1	1.0	46		1970.0	-37.7515	144.9125
6305	4881	Location 84	Area 4	Region 1	3	other	930000	NotSold	03-09-2016	8.8	Seller 12	70	3	1	2.0	518			-37.7418	145.0095
6306	10704	Location 56	Area 15	Region 4	2	duplex	445000	NotSold	08-07-2017	8.8	Seller 27	48	2	1	1.0	94			-37.74392	145.04692
6307	9777	Location 8	Area 2	Region 2	3	duplex	819000	Sold	24-06-2017	4.3	Seller 2	8	3	2	1.0	166			-37.7719	144.91565
6308	11035	Location 48	Area 7	Region 3	5	other	3400000	Sold	12-08-2017	7.3	Seller 9	43	5	3	2.0	720	392.0	1950.0	-37.85875	145.07978
6309	8179	Location 78	Area 13	Region 1	3	duplex	601000	NotSold	08-04-2017	11.5	Seller 12	44	3	1	2.0	220	90.0	1990.0	-37.7131	144.9091
6310	11485	Location 85	Area 4	Region 1	2	townhouse	710000	Sold	15-07-2017	12.0	Seller 47	71	2	2	1.0	126	138.0	2013.0	-37.72357	144.98562
6311	8879	Location 71	Area 7	Region 4	5	other	2200000	NotSold	01-07-2017	10.2	Seller 9	59	5	2	4.0	819			-37.81269	145.10236
6312	6283	Location 100	Area 4	Region 1	3	other	995000	Sold	16-04-2016	6.5	Seller 3	79	2	1	1.0	327	96.0	1920.0	-37.7574	144.9854
6313	5525	Location 89	Area 3	Region 3	2	duplex	593000	Sold	03-09-2016	2.1	Seller 86	73	2	2	1.0	0	83.0	2012.0	-37.8341	144.9713
6314	10762	Location 240	Area 30	Region 6	3	other	650000	NotSold	08-07-2017	26.5	Seller 104	161	3	2	2.0	1103	126.8	1976.0	-37.78695	145.32513
6315	12536	Location 60	Area 20	Region 2	4	other	1188000	Sold	09-09-2017	11.7	Seller 2	52	4	2	2.0	612	202.0	1961.0	-37.74375	144.87487
6316	1749	Location 28	Area 9	Region 3	2	duplex	588000	NotSold	16-07-2016	11.4	Seller 46	27	2	1	1.0	133	71.0	2011.0	-37.89	145.0559
6317	783	Location 15	Area 9	Region 3	2	duplex	503000	Sold	28-08-2016	13.0	Seller 21	14	2	1	1.0	0		1960.0	-37.9159	145.0285
6318	11077	Location 235	Area 31	Region 2	4	other	540000	Sold	12-08-2017	18.4	Seller 12	142	4	2	2.0	650			-37.85954	144.71456
6319	9832	Location 227	Area 17	Region 5	3	duplex	590000	Sold	24-06-2017	31.2	Seller 226	153	3	1	1.0	179			-38.07483	145.13133
6320	9278	Location 82	Area 3	Region 3	2	duplex	665000	NotSold	03-06-2017	3.5	Seller 24	68	2	2	1.0	1472	81.0	2010.0	-37.84096	144.93791
6321	3026	Location 52	Area 12	Region 3	2	duplex	680000	NotSold	04-03-2017	13.7	Seller 21	46	2	1	2.0	0	78.0		-37.939	145.0219
6322	1737	Location 28	Area 9	Region 3	2	townhouse	707000	NotSold	13-08-2016	11.4	Seller 43	27	2	1	1.0	144	96.0	2000.0	-37.892	145.0482
6323	409	Location 10	Area 8	Region 3	3	other	1250000	Sold	03-12-2016	12.2	Seller 46	9	3	1	1.0	842			-37.867	145.1092
6324	9725	Location 89	Area 3	Region 3	1	other	407500	Sold	17-06-2017	1.9	Seller 4	73	1	1	1.0	0	53.0	2000.0	-37.83087	144.96864
6325	502	Location 12	Area 3	Region 3	2	duplex	540000	NotSold	27-06-2016	6.6	Seller 28	11	2	1	1.0	483	51.0	1970.0	-37.8727	144.9969
6326	6896	Location 118	Area 13	Region 1	3	other	650000	NotSold	07-11-2016	12.4	Seller 10	90	3	1	1.0	589		1961.0	-37.7006	144.9697
6327	12793	Location 192	Area 20	Region 4	5	other	2420000	NotSold	16-09-2017	14.2	Seller 225	131	5	5	2.0	757	503.0	1975.0	-37.8875	145.14467
6328	3711	Location 63	Area 7	Region 3	3	townhouse	1620000	Sold	25-02-2017	7.5	Seller 45	54	3	2	2.0	248	167.0	2012.0	-37.7923	145.0595
6329	7449	Location 4	Area 4	Region 1	1	duplex	316000	Sold	20-05-2017	6.4	Seller 45	4	1	1	1.0	0			-37.7786	145.0253
6330	5045	Location 85	Area 4	Region 1	2	other	810000	Sold	04-03-2017	11.2	Seller 12	71	2	1	2.0	950			-37.702	145.0071
6331	12064	Location 184	Area 27	Region 1	3	other	580500	Sold	29-07-2017	16.3	Seller 29	124	3	1	1.0	532	934.0	1980.0	-37.66101	145.02568
6332	9567	Location 51	Area 13	Region 1	3	other	810000	Sold	17-06-2017	11.2	Seller 58	44	3	1	2.0	634			-37.71236	144.94332
6333	2065	Location 35	Area 13	Region 1	4	other	950000	Sold	18-06-2016	9.2	Seller 19	32	4	2	2.0	298	231.0	2013.0	-37.7308	144.9836
6334	12002	Location 41	Area 2	Region 2	3	other	1875000	NotSold	29-07-2017	7.5	Seller 3	38	3	1	2.0	828			-37.74473	144.90238
6335	1503	Location 23	Area 14	Region 4	4	other	1351000	Sold	28-05-2016	11.8	Seller 3	22	4	2	2.0	740			-37.7781	145.0901
6336	3473	Location 60	Area 2	Region 2	3	other	630000	Sold	16-04-2016	12.8	Seller 2	52	2	2	1.0	221			-37.7504	144.8594
6337	10649	Location 163	Area 14	Region 4	4	other	1390000	Sold	08-07-2017	14.3	Seller 12	109	4	3	2.0	664			-37.77813	145.16558
6338	680	Location 14	Area 7	Region 3	3	other	1651000	Sold	27-11-2016	9.2	Seller 2	13	3	1	2.0	657	151.0	1960.0	-37.7895	145.0985
6339	9044	Location 148	Area 15	Region 4	2	duplex	637000	Sold	03-06-2017	16.1	Seller 132	99	2	1	1.0	318	104.0	1980.0	-37.70688	145.11791
6340	8419	Location 95	Area 18	Region 2	3	other	692000	Sold	29-04-2017	12.6	Seller 38	77	3	1	1.0	485			-37.7868	144.8428
6341	1442	Location 22	Area 13	Region 1	2	townhouse	735000	Sold	24-09-2016	5.9	Seller 3	21	2	1	2.0	120	109.0	2004.0	-37.7659	144.9487
6342	8692	Location 106	Area 5	Region 2	3	townhouse	670000	NotSold	08-04-2017	8.9	Seller 33	83	3	2	2.0	146	141.0	2001.0	-37.857	144.8846
6343	4179	Location 73	Area 17	Region 3	3	other	960000	Sold	19-11-2016	14.6	Seller 43	61	3	1	1.0	593	115.0	1960.0	-37.9431	145.0484
6344	4407	Location 77	Area 4	Region 1	3	other	1655000	NotSold	08-10-2016	5.5	Seller 3	64	3	1	3.0	472	101.0	1924.0	-37.7765	145.0027
6345	9667	Location 257	Area 8	Region 3	3	duplex	840000	Sold	17-06-2017	16.7	Seller 12	154	3	1	1.0	390	118.0	1970.0	-37.90354	145.14394
6346	891	Location 16	Area 9	Region 3	4	townhouse	950000	NotSold	18-03-2017	13.9	Seller 21	15	4	2	1.0	450		1940.0	-37.9133	145.0837
6347	12063	Location 184	Area 27	Region 1	3	other	544000	Sold	29-07-2017	16.3	Seller 249	124	3	1	2.0	534	129.0	1960.0	-37.67024	145.03644
6348	12736	Location 49	Area 20	Region 1	2	other	605000	NotSold	16-09-2017	11.2	Seller 59	44	2	1	6.0	589			-37.69708	144.92967
6349	9298	Location 85	Area 4	Region 1	2	other	888000	Sold	03-06-2017	12.0	Seller 43	71	2	1	2.0	649			-37.71086	145.01629
6350	4045	Location 71	Area 10	Region 4	2	other	666000	Sold	26-07-2016	11.8	Seller 2	59	2	1	1.0	0			-37.8147	145.1032
6351	10878	Location 1	Area 1	Region 1	3	other	1375000	Sold	12-08-2017	3.0	Seller 19	1	3	1	0.0	299			-37.80125	144.99926
6352	2026	Location 34	Area 13	Region 1	4	other	931000	NotSold	28-05-2016	7.8	Seller 10	32	3	1	1.0	412	160.0	1920.0	-37.7432	144.9768
6353	6010	Location 96	Area 18	Region 2	3	other	620500	Sold	04-06-2016	13.3	Seller 31	77	3	1	1.0	609			-37.7754	144.846
6354	3497	Location 60	Area 2	Region 2	3	townhouse	660000	NotSold	27-11-2016	12.8	Seller 12	52	3	2	1.0	265			-37.7444	144.8763
6355	9951	Location 267	Area 19	Region 1	3	other	467000	Sold	24-06-2017	17.4	Seller 47	173	3	1	1.0	565	98.0	1975.0	-37.65702	144.92447
6356	7349	Location 132	Area 3	Region 3	2	duplex	605000	Sold	07-05-2016	7.4	Seller 44	36	2	1	1.0	722		1970.0	-37.8794	144.9947
6357	1526	Location 24	Area 10	Region 3	5	other	1060000	Sold	12-06-2016	11.7	Seller 43	23	4	3	2.0	326	210.0	2013.0	-37.8528	145.1129
6358	2793	Location 48	Area 7	Region 3	3	other	1430000	Sold	13-08-2016	9.2	Seller 9	43	3	3	2.0	385	255.0		-37.8524	145.0425
6359	9966	Location 191	Area 17	Region 5	2	other	1110000	Sold	24-06-2017	21.5	Seller 43	130	2	1	1.0	709			-38.00051	145.09315
6360	13045	Location 85	Area 20	Region 1	3	other	775500	Sold	19-08-2017	12.0	Seller 43	71	3	1	3.0	586	120.0	1960.0	-37.69983	145.02202
6361	9783	Location 10	Area 8	Region 3	4	other	1425000	Sold	24-06-2017	10.2	Seller 21	9	4	1	2.0	778			-37.86301	145.11159
6362	9574	Location 54	Area 7	Region 3	4	other	2053000	Sold	17-06-2017	5.3	Seller 102	47	4	3	2.0	354			-37.81691	145.03721
6363	10908	Location 15	Area 9	Region 3	4	townhouse	1750000	Sold	12-08-2017	11.4	Seller 21	14	4	3	2.0	429	262.0	2013.0	-37.91582	145.048
6364	1700	Location 28	Area 9	Region 3	2	townhouse	795000	Sold	03-09-2016	11.4	Seller 44	27	2	2	1.0	133	104.0	2009.0	-37.8911	145.0539
6365	12565	Location 72	Area 20	Region 2	3	other	1240000	Sold	09-09-2017	6.2	Seller 3	60	3	2	2.0	784	172.0	2007.0	-37.75947	144.92542
6366	9389	Location 109	Area 11	Region 2	3	other	1225000	Sold	03-06-2017	6.3	Seller 22	85	3	1	0.0	230			-37.81493	144.88974
6367	7254	Location 127	Area 11	Region 2	2	duplex	545000	NotSold	18-03-2017	8.2	Seller 1	56	2	1	1.0	154	2.0	2005.0	-37.8004	144.8647
6368	3617	Location 62	Area 7	Region 3	2	duplex	580000	NotSold	13-08-2016	5.6	Seller 2	53	2	1	1.0	0	90.0	1970.0	-37.8071	145.0243
6369	6901	Location 118	Area 13	Region 1	4	other	540000	NotSold	08-10-2016	12.4	Seller 10	90	4	2	3.0	254	164.0	1990.0	-37.7082	144.9725
6370	10717	Location 180	Area 18	Region 2	3	other	620000	Sold	08-07-2017	15.5	Seller 12	122	3	1	4.0	650	100.0	1985.0	-37.71575	144.80598
6371	3564	Location 61	Area 16	Region 1	5	other	1001000	Sold	24-09-2016	4.2	Seller 14	41	3	1	0.0	301			-37.7896	144.9307
6372	9427	Location 15	Area 9	Region 3	3	other	1573000	NotSold	17-06-2017	11.4	Seller 21	14	3	1	2.0	670			-37.91855	145.02628
6373	13347	Location 14	Area 20	Region 3	3	other	1900000	Sold	26-08-2017	9.7	Seller 3	13	3	1	1.0	663			-37.79131	145.07861
6374	3891	Location 67	Area 6	Region 3	2	duplex	523000	Sold	27-11-2016	11.2	Seller 103	57	2	1	1.0	0	62.0	1960.0	-37.8801	145.0874
6375	6931	Location 118	Area 13	Region 1	3	other	617000	NotSold	23-04-2016	12.4	Seller 19	90	3	1	1.0	540	114.0	1960.0	-37.6973	144.962
6376	9826	Location 115	Area 16	Region 1	2	duplex	720000	NotSold	24-06-2017	1.6	Seller 2	88	2	1	1.0	3481			-37.80087	144.96622
6377	13460	Location 60	Area 20	Region 2	1	other	860000	NotSold	26-08-2017	11.7	Seller 209	52	1	1		472			-37.74061	144.87462
6378	12320	Location 232	Area 20	Region 4	3	other	1370000	Sold	03-09-2017	16.7	Seller 45	157	3	1		652			-37.8717	145.17267
6379	4460	Location 77	Area 4	Region 1	3	other	1396500	Sold	19-11-2016	5.5	Seller 46	64	3	1	1.0	302			-37.7636	144.9864
6380	10970	Location 229	Area 8	Region 5	3	other	729500	Sold	12-08-2017	16.7	Seller 2	154	3	1	1.0	270	218.0	1970.0	-37.92624	145.1321
6381	7825	Location 43	Area 1	Region 1	2	duplex	676000	Sold	06-05-2017	5.8	Seller 3	4	2	1	1.0	0	87.0	2002.0	-37.7847	145.0109
6382	4380	Location 76	Area 16	Region 1	1	duplex	320000	Sold	27-11-2016	2.3	Seller 154	63	1	1	1.0	0	45.0	1975.0	-37.7955	144.9492
6383	7620	Location 112	Area 13	Region 1	2	other	1283000	Sold	13-05-2017	4.5	Seller 3	86	2	1	1.0	263	109.0	1910.0	-37.7661	144.9742
6384	12689	Location 155	Area 20	Region 3	3	other	910000	Sold	16-09-2017	17.9	Seller 68	102	3	1	2.0	541			-37.96306	145.0803
6385	7766	Location 34	Area 13	Region 1	3	other	710000	Sold	29-04-2017	7.8	Seller 12	32	3	1	1.0	160	120.0		-37.7411	144.9657
6386	11708	Location 178	Area 24	Region 2	4	other	700000	NotSold	22-07-2017	18.0	Seller 12	121	4	2	4.0	788	236.0	1995.0	-37.68974	144.75225
6387	481	Location 11	Area 2	Region 2	4	other	605000	Sold	27-11-2016	10.5	Seller 12	10	4	1	0.0	569			-37.7563	144.8601
6388	2262	Location 40	Area 3	Region 3	1	duplex	510000	Sold	03-12-2016	7.7	Seller 25	37	1	1	1.0	0	60.0	2001.0	-37.8857	144.9884
6389	6832	Location 115	Area 16	Region 1	4	other	1600000	NotSold	14-05-2016	1.8	Seller 19	88	4	2	1.0	635			-37.7988	144.97
6390	8746	Location 19	Area 12	Region 3	5	other	3250000	NotSold	01-07-2017	10.5	Seller 42	18	5	3	2.0	835			-37.92615	145.00282
6391	8379	Location 90	Area 6	Region 3	2	duplex	850000	Sold	22-04-2017	3.3	Seller 19	74	2	2	2.0	17200		2000.0	-37.8361	144.9966
6392	8564	Location 128	Area 18	Region 2	3	other	621000	Sold	20-05-2017	13.9	Seller 19	77	3	1	3.0	547	140.0		-37.7765	144.8123
6393	4632	Location 81	Area 13	Region 1	3	other	900000	Sold	10-12-2016	9.9	Seller 10	67	3	1	1.0	570	139.0	1950.0	-37.7273	144.9274
6394	6971	Location 119	Area 7	Region 3	3	duplex	935000	NotSold	10-12-2016	7.5	Seller 41	91	3	2	1.0	144	107.0	1975.0	-37.8435	145.0497
6395	1114	Location 19	Area 12	Region 3	2	other	1601000	Sold	17-09-2016	11.2	Seller 22	18	2	1	1.0	380		1958.0	-37.9166	144.9926
6396	4365	Location 76	Area 16	Region 1	1	duplex	450000	NotSold	16-07-2016	2.3	Seller 3	63	1	1	1.0	0	60.0	2012.0	-37.802	144.9516
6397	9249	Location 192	Area 8	Region 4	2	duplex	572000	Sold	03-06-2017	14.2	Seller 43	131	2	1	1.0	173		1970.0	-37.87142	145.14503
6398	4443	Location 77	Area 4	Region 1	2	other	1020000	Sold	16-04-2016	5.5	Seller 2	64	2	1	1.0	354	97.0	1920.0	-37.7638	144.9933
6399	11540	Location 218	Area 31	Region 2	2	other	335000	Sold	15-07-2017	14.7	Seller 4	133	2	1	1.0	190	113.0	1980.0	-37.90423	144.67008
6400	6339	Location 101	Area 6	Region 3	3	other	1435000	Sold	03-12-2016	4.6	Seller 22	80	3	1	0.0	889	135.0	1943.0	-37.8328	145.0065
6401	7405	Location 138	Area 9	Region 3	3	other	1380000	Sold	08-10-2016	9.3	Seller 70	57	3	1	2.0	658			-37.885	145.0466
6402	10967	Location 276	Area 30	Region 6	3	other	640000	NotSold	12-08-2017	27.1	Seller 12	179	3	2	2.0	945			-37.75735	145.31859
6403	1433	Location 22	Area 13	Region 1	5	other	1200000	NotSold	22-08-2016	5.9	Seller 3	21	5	2	3.0	553	193.0	1920.0	-37.7576	144.9348
6404	7113	Location 124	Area 11	Region 2	4	other	1275000	NotSold	24-09-2016	7.8	Seller 33	56	4	2	1.0	274	172.0	1910.0	-37.8078	144.8825
6405	3798	Location 66	Area 6	Region 3	5	other	4240000	Sold	19-11-2016	7.4	Seller 9	55	5	3	3.0	580	320.0	1890.0	-37.8653	145.0304
6406	8518	Location 105	Area 5	Region 2	4	other	1200000	NotSold	29-04-2017	8.0	Seller 32	83	4	3	2.0	183	191.0	2006.0	-37.8566	144.8737
6407	4125	Location 72	Area 2	Region 2	3	other	1725000	NotSold	24-09-2016	6.9	Seller 2	60	3	2	3.0	596	203.0	1950.0	-37.7609	144.905
6408	12900	Location 14	Area 20	Region 3	4	other	2000000	NotSold	19-08-2017	9.7	Seller 19	13	4	3	4.0	958	255.0	2015.0	-37.78662	145.07683
6409	7926	Location 52	Area 12	Region 3	2	other	1789000	Sold	13-05-2017	13.7	Seller 21	46	2	1	2.0	650			-37.9338	145.0143
6410	8626	Location 122	Area 19	Region 1	3	other	485000	NotSold	08-04-2017	14.5	Seller 12	92	3	1	2.0	630	105.23	1970.0	-37.6822	144.9108
6411	8987	Location 219	Area 19	Region 1	3	other	578000	Sold	01-07-2017	16.5	Seller 127	147	3	2	1.0	308			-37.67485	144.88995
6412	2636	Location 46	Area 2	Region 1	3	other	1205000	Sold	15-10-2016	4.4	Seller 14	41	3	2	2.0	0			-37.7826	144.9261
6413	12206	Location 105	Area 5	Region 2	3	other	1050000	NotSold	29-07-2017	6.8	Seller 36	83	3	1	0.0	179	115.0	1890.0	-37.86558	144.90474
6414	3332	Location 57	Area 8	Region 3	2	duplex	623000	Sold	10-09-2016	13.0	Seller 43	49	2	1	1.0	101	90.0	1970.0	-37.8988	145.0781
6415	6530	Location 105	Area 5	Region 2	3	other	1360000	Sold	22-05-2016	8.0	Seller 31	83	3	1	1.0	477		1930.0	-37.8516	144.8949
6416	3053	Location 52	Area 12	Region 3	2	other	1690000	Sold	15-10-2016	13.7	Seller 21	46	2	1	1.0	319			-37.9409	145.0001
6417	9346	Location 210	Area 18	Region 2	5	other	805000	Sold	03-06-2017	15.5	Seller 12	122	5	2	2.0	705			-37.69403	144.79418
6418	5279	Location 86	Area 1	Region 1	3	other	1010000	NotSold	04-06-2016	2.6	Seller 3	72	3	1	1.0	199	105.0	1900.0	-37.8193	144.9993
6419	2438	Location 41	Area 2	Region 2	3	other	1460000	Sold	22-08-2016	8.0	Seller 71	38	3	2	1.0	605	138.0	1920.0	-37.7546	144.9042
6420	1626	Location 25	Area 7	Region 3	4	other	3225000	Sold	27-11-2016	7.8	Seller 9	24	4	3	1.0	632	270.0	1890.0	-37.8244	145.064
6421	4359	Location 76	Area 16	Region 1	3	townhouse	1300000	Sold	11-02-2017	2.3	Seller 3	63	3	2	2.0	67		2005.0	-37.804	144.9441
6422	6399	Location 101	Area 6	Region 3	2	duplex	1400000	NotSold	27-06-2016	4.6	Seller 36	80	2	2	2.0	2927			-37.8414	145.0137
6423	2077	Location 36	Area 1	Region 1	2	other	890000	Sold	03-09-2016	1.6	Seller 5	33	2	1	1.0	178	70.0	1900.0	-37.7974	144.9915
6424	9960	Location 189	Area 10	Region 4	3	other	960000	NotSold	24-06-2017	17.2	Seller 41	128	3	1	0.0	781			-37.8105	145.20106
6425	6227	Location 99	Area 14	Region 4	3	other	1155000	Sold	22-05-2016	13.8	Seller 12	78	3	1	1.0	770			-37.77	145.1089
6426	2285	Location 40	Area 3	Region 3	2	duplex	640000	Sold	11-02-2017	7.7	Seller 44	37	2	1	1.0	626			-37.8791	144.9923
6427	10990	Location 161	Area 26	Region 7	3	other	815000	Sold	12-08-2017	21.8	Seller 132	107	3	2	3.0	790	135.0	1980.0	-37.66529	145.15363
6428	7492	Location 14	Area 7	Region 3	4	other	1630000	Sold	13-05-2017	9.2	Seller 3	13	4	2	1.0	677			-37.7897	145.0922
6429	6700	Location 109	Area 11	Region 2	3	other	725000	Sold	24-09-2016	7.0	Seller 31	85	3	1	5.0	558	128.0	1940.0	-37.8119	144.868
